HKL	          d	    F^2	  M	
[-2,5,5]	 0.83698	 3858.47	  12
[2,-5,-5]	 0.83698	 3858.47	  12
[5,-2,-5]	 0.83698	 3858.47	  12
[-4,4,-2]	 0.83463	 1486.25	   6
[4,-4,2]	 0.83463	 1486.25	   6
[-5,-1,-7]	 0.83415	 1075.03	  12
[-1,-5,7]	 0.83415	 1075.03	  12
[1,5,-7]	 0.83415	 1075.03	  12
[5,1,7] 	 0.83415	 1075.03	  12
[-3,1,-13]	 0.83289	  253.04	  12
[-1,-3,-13]	 0.83289	  126.89	  12
[1,3,13]	 0.83289	  126.89	  12
[3,-1,13]	 0.83289	  253.04	  12
[-3,-1,13]	 0.83289	  126.89	  12
[-1,3,-13]	 0.83289	  253.04	  12
[1,-3,13]	 0.83289	  253.04	  12
[3,1,-13]	 0.83289	  126.89	  12
[-4,-4,-3]	 0.82616	 1403.61	  12
[-4,-4,3]	 0.82616	 1403.61	  12
[4,4,-3]	 0.82616	 1403.61	  12
[4,4,3] 	 0.82616	 1403.61	  12
[-4,1,-11]	 0.82584	  869.69	  12
[-1,4,-11]	 0.82584	  869.69	  12
[1,-4,11]	 0.82584	  869.69	  12
[4,-1,11]	 0.82584	  869.69	  12
[-2,-4,-10]	 0.82358	 1351.56	  12
[2,4,10]	 0.82358	 1351.56	  12
[-4,-2,10]	 0.82358	 1351.56	  12
[4,2,-10]	 0.82358	 1351.56	  12
[-3,-4,-8]	 0.82149	 2584.84	  12
[3,4,8] 	 0.82149	 2584.84	  12
[-5,0,-8]	 0.82149	   11.78	   6
[-4,-3,8]	 0.82149	 2584.84	  12
[-3,4,8]	 0.82149	  956.45	  12
[0,-5,8]	 0.82149	   11.78	   6
[0,5,-8]	 0.82149	   11.78	   6
[3,-4,-8]	 0.82149	  956.45	  12
[4,3,-8]	 0.82149	 2584.84	  12
[5,0,8] 	 0.82149	   11.78	   6
[-4,3,8]	 0.82149	  956.45	  12
[4,-3,-8]	 0.82149	  956.45	  12
[-5,-2,-6]	 0.81852	 1109.21	  12
[-2,-5,-6]	 0.81852	 1109.21	  12
[-2,-5,6]	 0.81852	 1109.21	  12
[2,5,-6]	 0.81852	 1109.21	  12
[2,5,6] 	 0.81852	 1109.21	  12
[5,2,6] 	 0.81852	 1109.21	  12
[-5,-2,6]	 0.81852	 1109.21	  12
[5,2,-6]	 0.81852	 1109.21	  12
[-3,-5,-1]	 0.81486	 2843.79	  12
[3,5,1] 	 0.81486	 2843.79	  12
[-5,-3,1]	 0.81486	 2843.79	  12
[-5,3,1]	 0.81486	 2525.40	  12
[-3,5,1]	 0.81486	 2525.40	  12
[3,-5,-1]	 0.81486	 2525.40	  12
[5,-3,-1]	 0.81486	 2525.40	  12
[5,3,-1]	 0.81486	 2843.79	  12
[-4,4,4]	 0.81472	11003.54	   6
[4,-4,-4]	 0.81472	11003.54	   6
[-2,2,14]	 0.81295	   86.40	   6
[2,-2,-14]	 0.81295	   86.40	   6
[-3,-5,2]	 0.81010	  120.88	  12
[3,5,-2]	 0.81010	  120.88	  12
[-5,-3,-2]	 0.81010	  120.88	  12
[-5,3,-2]	 0.81010	   39.05	  12
[5,-3,2]	 0.81010	   39.05	  12
[5,3,2] 	 0.81010	  120.88	  12
[-3,5,-2]	 0.81010	   39.05	  12
[3,-5,2]	 0.81010	   39.05	  12
[-5,-1,8]	 0.80952	    0.25	  12
[-1,-5,-8]	 0.80952	    0.25	  12
[1,5,8] 	 0.80952	    0.25	  12
[5,1,-8]	 0.80952	    0.25	  12
[-2,1,-15]	 0.80260	31105.29	  12
[-2,1,15]	 0.80260	31105.29	  12
[-1,2,-15]	 0.80260	31105.29	  12
[-1,2,15]	 0.80260	31105.29	  12
[1,-2,-15]	 0.80260	31105.29	  12
[1,-2,15]	 0.80260	31105.29	  12
[2,-1,-15]	 0.80260	31105.29	  12
[2,-1,15]	 0.80260	31105.29	  12
[-1,0,-16]	 0.80079	 1943.55	   6
[0,-1,16]	 0.80079	 1943.55	   6
[0,1,-16]	 0.80079	 1943.55	   6
[1,0,16]	 0.80079	 1943.55	   6
[-5,2,-7]	 0.79821	  368.45	  12
[-2,5,-7]	 0.79821	  368.45	  12
[2,-5,7]	 0.79821	  368.45	  12
[5,-2,7]	 0.79821	  368.45	  12
[-3,-2,-13]	 0.79710	  368.45	  12
[3,2,13]	 0.79710	  368.45	  12
[-3,2,13]	 0.79710	  253.04	  12
[-2,-3,13]	 0.79710	  368.45	  12
[-2,3,13]	 0.79710	  253.04	  12
[2,-3,-13]	 0.79710	  253.04	  12
[2,3,-13]	 0.79710	  368.45	  12
[3,-2,-13]	 0.79710	  253.04	  12
[-6,0,0]	 0.79347	36001.33	   6
[0,-6,0]	 0.79347	36001.33	   6
[0,6,0] 	 0.79347	36001.33	   6
[6,0,0] 	 0.79347	36001.33	   6
[-3,-5,-4]	 0.79186	  615.87	  12
[3,5,4] 	 0.79186	  615.87	  12
[-5,-3,4]	 0.79186	  615.87	  12
[-5,3,4]	 0.79186	  153.56	  12
[-3,5,4]	 0.79186	  153.56	  12
[3,-5,-4]	 0.79186	  153.56	  12
[5,-3,-4]	 0.79186	  153.56	  12
[5,3,-4]	 0.79186	  615.87	  12
[-4,-2,-11]	 0.79091	 4234.90	  12
[4,2,11]	 0.79091	 4234.90	  12
[-2,-4,11]	 0.79091	 4234.90	  12
[2,4,-11]	 0.79091	 4234.90	  12
[-3,-1,-14]	 0.79024	 5504.75	  12
[3,1,14]	 0.79024	 5504.75	  12
[-3,1,14]	 0.79024	  628.09	  12
[-1,-3,14]	 0.79024	 5504.75	  12
[-1,3,14]	 0.79024	  628.09	  12
[1,-3,-14]	 0.79024	  628.09	  12
[1,3,-14]	 0.79024	 5504.75	  12
[3,-1,-14]	 0.79024	  628.09	  12
[-4,-1,-12]	 0.78998	  378.72	  12
[-1,-4,-12]	 0.78998	  378.72	  12
[1,4,12]	 0.78998	  378.72	  12
[4,1,12]	 0.78998	  378.72	  12
[-4,-1,12]	 0.78998	  378.72	  12
[-1,-4,12]	 0.78998	  378.72	  12
[1,4,-12]	 0.78998	  378.72	  12
[4,1,-12]	 0.78998	  378.72	  12
[-1,1,16]	 0.78970	 1943.55	   6
[1,-1,-16]	 0.78970	 1943.55	   6
[-4,-4,-6]	 0.78448	   87.25	  12
[-4,-4,6]	 0.78448	   87.25	  12
[4,4,-6]	 0.78448	   87.25	  12
[4,4,6] 	 0.78448	   87.25	  12
[-5,1,-9]	 0.78408	14864.71	  12
[5,-1,9]	 0.78408	14864.71	  12
[-5,1,9]	 0.78408	14864.71	  12
[-1,5,-9]	 0.78408	14864.71	  12
[-1,5,9]	 0.78408	14864.71	  12
[1,-5,-9]	 0.78408	14864.71	  12
[1,-5,9]	 0.78408	14864.71	  12
[5,-1,-9]	 0.78408	14864.71	  12
[-6,-1,1]	 0.78126	 1601.75	  12
[-6,1,-1]	 0.78126	 7368.34	  12
[-1,-6,-1]	 0.78126	 1601.75	  12
[1,6,1] 	 0.78126	 1601.75	  12
[6,-1,1]	 0.78126	 7368.34	  12
[6,1,-1]	 0.78126	 1601.75	  12
[-1,6,-1]	 0.78126	 7368.34	  12
[1,-6,1]	 0.78126	 7368.34	  12
[-3,-3,-12]	 0.77932	 3210.17	  12
[3,3,12]	 0.77932	 3210.17	  12
[-3,-3,12]	 0.77932	 3210.17	  12
[-3,3,-12]	 0.77932	 4357.94	   6
[-3,3,12]	 0.77932	 4357.94	   6
[3,-3,-12]	 0.77932	 4357.94	   6
[3,-3,12]	 0.77932	 4357.94	   6
[3,3,-12]	 0.77932	 3210.17	  12
[-5,-3,-5]	 0.77895	 4344.93	  12
[-5,3,-5]	 0.77895	 3858.47	  12
[-3,-5,5]	 0.77895	 4344.93	  12
[-3,5,-5]	 0.77895	 3858.47	  12
[3,-5,5]	 0.77895	 3858.47	  12
[3,5,-5]	 0.77895	 4344.93	  12
[5,-3,5]	 0.77895	 3858.47	  12
[5,3,5] 	 0.77895	 4344.93	  12
[-6,-1,-2]	 0.77706	  817.14	  12
[-6,1,2]	 0.77706	   21.33	  12
[-1,-6,2]	 0.77706	  817.14	  12
[-1,6,2]	 0.77706	   21.33	  12
[1,-6,-2]	 0.77706	   21.33	  12
[1,6,-2]	 0.77706	  817.14	  12
[6,-1,-2]	 0.77706	   21.33	  12
[6,1,2] 	 0.77706	  817.14	  12
[-5,2,8]	 0.77654	    1.28	  12
[5,-2,-8]	 0.77654	    1.28	  12
[-2,5,8]	 0.77654	    1.28	  12
[2,-5,-8]	 0.77654	    1.28	  12
[-2,-2,-15]	 0.77043	26031.26	  12
[-2,-2,15]	 0.77043	26031.26	  12
[2,2,-15]	 0.77043	26031.26	  12
[2,2,15]	 0.77043	26031.26	  12
[-2,0,16]	 0.76883	    0.20	   6
[0,-2,-16]	 0.76883	    0.20	   6
[0,2,16]	 0.76883	    0.20	   6
[2,0,-16]	 0.76883	    0.20	   6
[-4,-3,-10]	 0.76811	22793.63	  12
[4,3,10]	 0.76811	22793.63	  12
[-4,3,-10]	 0.76811	 7487.44	  12
[-3,-4,10]	 0.76811	22793.63	  12
[-3,4,-10]	 0.76811	 7487.44	  12
[0,-5,-10]	 0.76811	  607.96	   6
[0,5,10]	 0.76811	  607.96	   6
[3,-4,10]	 0.76811	 7487.44	  12
[3,4,-10]	 0.76811	22793.63	  12
[4,-3,10]	 0.76811	 7487.44	  12
[-5,0,10]	 0.76811	  607.96	   6
[5,0,-10]	 0.76811	  607.96	   6
[-6,-1,4]	 0.76091	 6210.36	  12
[-6,1,-4]	 0.76091	   65.99	  12
[-1,-6,-4]	 0.76091	 6210.36	  12
[-1,6,-4]	 0.76091	   65.99	  12
[1,-6,4]	 0.76091	   65.99	  12
[1,6,4] 	 0.76091	 6210.36	  12
[6,-1,4]	 0.76091	   65.99	  12
[6,1,-4]	 0.76091	 6210.36	  12
[-2,-3,-14]	 0.75947	   94.68	  12
[2,3,14]	 0.75947	   94.68	  12
[-3,-2,14]	 0.75947	   94.68	  12
[-3,2,-14]	 0.75947	  628.09	  12
[-2,3,-14]	 0.75947	  628.09	  12
[2,-3,14]	 0.75947	  628.09	  12
[3,-2,14]	 0.75947	  628.09	  12
[3,2,-14]	 0.75947	   94.68	  12
[-4,2,-12]	 0.75924	  537.34	  12
[-4,2,12]	 0.75924	  537.34	  12
[-2,4,-12]	 0.75924	  537.34	  12
[-2,4,12]	 0.75924	  537.34	  12
[2,-4,-12]	 0.75924	  537.34	  12
[2,-4,12]	 0.75924	  537.34	  12
[4,-2,-12]	 0.75924	  537.34	  12
[4,-2,12]	 0.75924	  537.34	  12
[-2,-1,-16]	 0.75900	  234.76	  12
[-1,-2,16]	 0.75900	  234.76	  12
[1,2,-16]	 0.75900	  234.76	  12
[2,1,16]	 0.75900	  234.76	  12
[-5,-1,-10]	 0.75831	  142.32	  12
[5,1,10]	 0.75831	  142.32	  12
[-1,-5,10]	 0.75831	  142.32	  12
[1,5,-10]	 0.75831	  142.32	  12
[-4,1,13]	 0.75585	  126.89	  12
[-1,4,13]	 0.75585	  126.89	  12
[1,-4,-13]	 0.75585	  126.89	  12
[4,-1,-13]	 0.75585	  126.89	  12
[-5,-2,-9]	 0.75401	 9383.15	  12
[5,2,9] 	 0.75401	 9383.15	  12
[-2,-5,-9]	 0.75401	 9383.15	  12
[-2,-5,9]	 0.75401	 9383.15	  12
[2,5,-9]	 0.75401	 9383.15	  12
[2,5,9] 	 0.75401	 9383.15	  12
[-5,-2,9]	 0.75401	 9383.15	  12
[5,2,-9]	 0.75401	 9383.15	  12
[-2,-6,1]	 0.75149	 9510.23	  12
[2,6,-1]	 0.75149	 9510.23	  12
[-6,-2,-1]	 0.75149	 9510.23	  12
[-6,2,1]	 0.75149	 4234.90	  12
[-2,6,1]	 0.75149	 4234.90	  12
[2,-6,-1]	 0.75149	 4234.90	  12
[6,-2,-1]	 0.75149	 4234.90	  12
[6,2,1] 	 0.75149	 9510.23	  12
[-6,-1,-5]	 0.74944	 2447.26	  12
[-6,1,5]	 0.74944	11257.82	  12
[-1,-6,5]	 0.74944	 2447.26	  12
[1,6,-5]	 0.74944	 2447.26	  12
[6,-1,-5]	 0.74944	11257.82	  12
[6,1,5] 	 0.74944	 2447.26	  12
[-1,6,5]	 0.74944	11257.82	  12
[1,-6,-5]	 0.74944	11257.82	  12
[-2,-6,-2]	 0.74775	  171.19	  12
[2,6,2] 	 0.74775	  171.19	  12
[-6,-2,2]	 0.74775	  171.19	  12
[-6,2,-2]	 0.74775	  108.76	  12
[-2,6,-2]	 0.74775	  108.76	  12
[2,-6,2]	 0.74775	  108.76	  12
[6,-2,2]	 0.74775	  108.76	  12
[6,2,-2]	 0.74775	  171.19	  12
[-5,-3,7]	 0.74741	  414.90	  12
[-5,3,7]	 0.74741	  368.45	  12
[-3,-5,-7]	 0.74741	  414.90	  12
[3,5,7] 	 0.74741	  414.90	  12
[5,-3,-7]	 0.74741	  368.45	  12
[5,3,-7]	 0.74741	  414.90	  12
[-3,5,7]	 0.74741	  368.45	  12
[3,-5,-7]	 0.74741	  368.45	  12
[-4,4,-8]	 0.74729	 1907.16	   6
[4,-4,8]	 0.74729	 1907.16	   6
[-6,0,-6]	 0.74506	22944.44	   6
[-6,0,6]	 0.74506	22944.44	   6
[0,-6,-6]	 0.74506	22944.44	   6
[0,-6,6]	 0.74506	22944.44	   6
[0,6,-6]	 0.74506	22944.44	   6
[0,6,6] 	 0.74506	22944.44	   6
[6,0,-6]	 0.74506	22944.44	   6
[6,0,6] 	 0.74506	22944.44	   6
[-5,4,0]	 0.74351	 1795.56	  12
[-4,5,0]	 0.74351	 1795.56	  12
[4,-5,0]	 0.74351	 1795.56	  12
[5,-4,0]	 0.74351	 1795.56	  12
[-5,-4,-1]	 0.74230	 9711.53	  12
[5,4,1] 	 0.74230	 9711.53	  12
[-4,-5,1]	 0.74230	 9711.53	  12
[4,5,-1]	 0.74230	 9711.53	  12
[-3,-4,-11]	 0.74141	  275.28	  12
[3,4,11]	 0.74141	  275.28	  12
[-4,-3,11]	 0.74141	  275.28	  12
[-3,4,11]	 0.74141	  869.69	  12
[3,-4,-11]	 0.74141	  869.69	  12
[4,3,-11]	 0.74141	  275.28	  12
[-4,3,11]	 0.74141	  869.69	  12
[4,-3,-11]	 0.74141	  869.69	  12
[-5,-4,2]	 0.73869	   16.29	  12
[-4,-5,-2]	 0.73869	   16.29	  12
[4,5,2] 	 0.73869	   16.29	  12
[5,4,-2]	 0.73869	   16.29	  12
[-6,-2,-4]	 0.73333	  917.29	  12
[-6,2,4]	 0.73333	  977.82	  12
[-2,-6,4]	 0.73333	  917.29	  12
[-2,6,4]	 0.73333	  977.82	  12
[2,-6,-4]	 0.73333	  977.82	  12
[2,6,-4]	 0.73333	  917.29	  12
[6,-2,-4]	 0.73333	  977.82	  12
[6,2,4] 	 0.73333	  917.29	  12
[-5,4,-3]	 0.73280	 2168.73	  12
[-5,4,3]	 0.73280	 2168.73	  12
[-4,5,-3]	 0.73280	 2168.73	  12
[-4,5,3]	 0.73280	 2168.73	  12
[4,-5,-3]	 0.73280	 2168.73	  12
[4,-5,3]	 0.73280	 2168.73	  12
[5,-4,-3]	 0.73280	 2168.73	  12
[5,-4,3]	 0.73280	 2168.73	  12
[-1,-5,-11]	 0.73258	 7368.34	  12
[1,5,11]	 0.73258	 7368.34	  12
[-5,-1,11]	 0.73258	 7368.34	  12
[5,1,-11]	 0.73258	 7368.34	  12
[0,-4,-14]	 0.73204	11569.09	   6
[0,4,14]	 0.73204	11569.09	   6
[-4,0,14]	 0.73204	11569.09	   6
[4,0,-14]	 0.73204	11569.09	   6
[-2,2,-16]	 0.73162	    0.20	   6
[2,-2,16]	 0.73162	    0.20	   6
[-5,2,-10]	 0.73100	  296.04	  12
[5,-2,10]	 0.73100	  296.04	  12
[-2,5,-10]	 0.73100	  296.04	  12
[2,-5,10]	 0.73100	  296.04	  12
[-5,-3,-8]	 0.72954	   34.52	  12
[-5,3,-8]	 0.72954	    1.28	  12
[-3,-5,8]	 0.72954	   34.52	  12
[-3,5,-8]	 0.72954	    1.28	  12
[3,-5,8]	 0.72954	    1.28	  12
[3,5,-8]	 0.72954	   34.52	  12
[5,-3,8]	 0.72954	    1.28	  12
[5,3,8] 	 0.72954	   34.52	  12
[-2,-4,-13]	 0.72880	  617.86	  12
[2,4,13]	 0.72880	  617.86	  12
[-4,-2,13]	 0.72880	  617.86	  12
[4,2,-13]	 0.72880	  617.86	  12
[-4,-4,-9]	 0.72714	 9620.51	  12
[4,4,9] 	 0.72714	 9620.51	  12
[-4,-4,9]	 0.72714	 9620.51	  12
[4,4,-9]	 0.72714	 9620.51	  12
[-5,-4,-4]	 0.72478	   43.55	  12
[5,4,4] 	 0.72478	   43.55	  12
[-4,-5,4]	 0.72478	   43.55	  12
[4,5,-4]	 0.72478	   43.55	  12
[-4,1,-14]	 0.72354	 5504.75	  12
[4,-1,14]	 0.72354	 5504.75	  12
[-1,4,-14]	 0.72354	 5504.75	  12
[1,-4,14]	 0.72354	 5504.75	  12
[-2,-6,-5]	 0.72305	14530.34	  12
[2,6,5] 	 0.72305	14530.34	  12
[-6,-2,5]	 0.72305	14530.34	  12
[-6,2,-5]	 0.72305	 6470.35	  12
[-2,6,-5]	 0.72305	 6470.35	  12
[2,-6,5]	 0.72305	 6470.35	  12
[6,-2,5]	 0.72305	 6470.35	  12
[6,2,-5]	 0.72305	14530.34	  12
[0,0,-18]	 0.72211	 7438.68	   2
[0,0,18]	 0.72211	 7438.68	   2
[-6,-1,7]	 0.72122	  233.69	  12
[-6,1,-7]	 0.72122	 1075.03	  12
[-1,-6,-7]	 0.72122	  233.69	  12
[-1,6,-7]	 0.72122	 1075.03	  12
[1,-6,7]	 0.72122	 1075.03	  12
[1,6,7] 	 0.72122	  233.69	  12
[6,-1,7]	 0.72122	 1075.03	  12
[6,1,-7]	 0.72122	  233.69	  12
[-1,-2,-17]	 0.71959	  253.04	  12
[1,2,17]	 0.71959	  253.04	  12
[-2,-1,17]	 0.71959	  253.04	  12
[2,1,-17]	 0.71959	  253.04	  12
[-3,1,-16]	 0.71493	  234.76	  12
[-1,-3,-16]	 0.71493	 4154.33	  12
[1,3,16]	 0.71493	 4154.33	  12
[3,-1,16]	 0.71493	  234.76	  12
[-3,-1,16]	 0.71493	 4154.33	  12
[-1,3,-16]	 0.71493	  234.76	  12
[1,-3,16]	 0.71493	  234.76	  12
[3,1,-16]	 0.71493	 4154.33	  12
[-5,-4,5]	 0.71485	14837.90	  12
[-4,-5,-5]	 0.71485	14837.90	  12
[4,5,5] 	 0.71485	14837.90	  12
[5,4,-5]	 0.71485	14837.90	  12
[-6,-3,0]	 0.70970	22614.76	  12
[-6,3,0]	 0.70970	41596.63	   6
[-3,-6,0]	 0.70970	22614.76	  12
[3,6,0] 	 0.70970	22614.76	  12
[6,-3,0]	 0.70970	41596.63	   6
[6,3,0] 	 0.70970	22614.76	  12
[-3,6,0]	 0.70970	41596.63	   6
[3,-6,0]	 0.70970	41596.63	   6
[-5,2,11]	 0.70787	 2525.40	  12
[-2,5,11]	 0.70787	 2525.40	  12
[2,-5,-11]	 0.70787	 2525.40	  12
[5,-2,-11]	 0.70787	 2525.40	  12
[-5,1,-12]	 0.70720	  378.72	  12
[-1,5,-12]	 0.70720	  378.72	  12
[-1,5,12]	 0.70720	  378.72	  12
[1,-5,-12]	 0.70720	  378.72	  12
[1,-5,12]	 0.70720	  378.72	  12
[5,-1,12]	 0.70720	  378.72	  12
[-5,1,12]	 0.70720	  378.72	  12
[5,-1,-12]	 0.70720	  378.72	  12
[-4,4,10]	 0.70644	16325.77	   6
[4,-4,-10]	 0.70644	16325.77	   6
[-1,-1,-18]	 0.70604	   93.51	  12
[-1,-1,18]	 0.70604	   93.51	  12
[1,1,-18]	 0.70604	   93.51	  12
[1,1,18]	 0.70604	   93.51	  12
[-6,-1,-8]	 0.70512	 1136.02	  12
[-6,1,8]	 0.70512	    0.25	  12
[-1,-6,8]	 0.70512	 1136.02	  12
[-1,6,8]	 0.70512	    0.25	  12
[1,-6,-8]	 0.70512	    0.25	  12
[1,6,-8]	 0.70512	 1136.02	  12
[6,-1,-8]	 0.70512	    0.25	  12
[6,1,8] 	 0.70512	 1136.02	  12
[-5,4,-6]	 0.70324	 1318.42	  12
[-5,4,6]	 0.70324	 1318.42	  12
[-4,5,-6]	 0.70324	 1318.42	  12
[4,-5,6]	 0.70324	 1318.42	  12
[5,-4,-6]	 0.70324	 1318.42	  12
[5,-4,6]	 0.70324	 1318.42	  12
[-4,5,6]	 0.70324	 1318.42	  12
[4,-5,-6]	 0.70324	 1318.42	  12
[-3,-6,-3]	 0.70036	   41.09	  12
[-3,-6,3]	 0.70036	   41.09	  12
[3,6,-3]	 0.70036	   41.09	  12
[3,6,3] 	 0.70036	   41.09	  12
[-6,-3,-3]	 0.70036	   41.09	  12
[-6,-3,3]	 0.70036	   41.09	  12
[-6,3,-3]	 0.70036	    5.36	  12
[-6,3,3]	 0.70036	    5.36	  12
[6,-3,-3]	 0.70036	    5.36	  12
[6,-3,3]	 0.70036	    5.36	  12
[6,3,-3]	 0.70036	   41.09	  12
[6,3,3] 	 0.70036	   41.09	  12
[-3,6,-3]	 0.70036	    5.36	  12
[-3,6,3]	 0.70036	    5.36	  12
[3,-6,-3]	 0.70036	    5.36	  12
[3,-6,3]	 0.70036	    5.36	  12
[-4,-2,-14]	 0.69970	 1151.39	  12
[4,2,14]	 0.69970	 1151.39	  12
[-2,-4,14]	 0.69970	 1151.39	  12
[2,4,-14]	 0.69970	 1151.39	  12
[-6,-2,-7]	 0.69761	 1387.52	  12
[-6,2,7]	 0.69761	  617.86	  12
[-2,-6,7]	 0.69761	 1387.52	  12
[-2,6,7]	 0.69761	  617.86	  12
[2,-6,-7]	 0.69761	  617.86	  12
[2,6,-7]	 0.69761	 1387.52	  12
[6,-2,-7]	 0.69761	  617.86	  12
[6,2,7] 	 0.69761	 1387.52	  12
[-4,-1,-15]	 0.69307	22711.26	  12
[-1,-4,-15]	 0.69307	22711.26	  12
[1,4,15]	 0.69307	22711.26	  12
[4,1,15]	 0.69307	22711.26	  12
[-4,-1,15]	 0.69307	22711.26	  12
[-1,-4,15]	 0.69307	22711.26	  12
[1,4,-15]	 0.69307	22711.26	  12
[4,1,-15]	 0.69307	22711.26	  12
[-3,-2,-16]	 0.69191	  379.08	  12
[-2,3,16]	 0.69191	  234.76	  12
[2,-3,-16]	 0.69191	  234.76	  12
[3,2,16]	 0.69191	  379.08	  12
[-3,2,16]	 0.69191	  234.76	  12
[-2,-3,16]	 0.69191	  379.08	  12
[2,3,-16]	 0.69191	  379.08	  12
[3,-2,-16]	 0.69191	  234.76	  12
[-3,-5,-10]	 0.69138	 1060.38	  12
[3,5,10]	 0.69138	 1060.38	  12
[-5,-3,10]	 0.69138	 1060.38	  12
[-5,3,10]	 0.69138	  296.04	  12
[-3,5,10]	 0.69138	  296.04	  12
[3,-5,-10]	 0.69138	  296.04	  12
[5,-3,-10]	 0.69138	  296.04	  12
[5,3,-10]	 0.69138	 1060.38	  12
[-5,-4,-7]	 0.69023	 1416.89	  12
[5,4,7] 	 0.69023	 1416.89	  12
[-4,-5,7]	 0.69023	 1416.89	  12
[4,5,-7]	 0.69023	 1416.89	  12
[-4,-3,-13]	 0.68952	   40.16	  12
[4,3,13]	 0.68952	   40.16	  12
[-4,3,-13]	 0.68952	  126.89	  12
[-3,-4,13]	 0.68952	   40.16	  12
[-3,4,-13]	 0.68952	  126.89	  12
[3,-4,13]	 0.68952	  126.89	  12
[3,4,-13]	 0.68952	   40.16	  12
[4,-3,13]	 0.68952	  126.89	  12
[-3,-3,-15]	 0.68584	   56.11	  12
[3,3,15]	 0.68584	   56.11	  12
[-3,-3,15]	 0.68584	   56.11	  12
[3,3,-15]	 0.68584	   56.11	  12
[-5,-2,-12]	 0.68489	  335.36	  12
[-2,-5,-12]	 0.68489	  335.36	  12
[2,5,12]	 0.68489	  335.36	  12
[5,2,12]	 0.68489	  335.36	  12
[-2,-5,12]	 0.68489	  335.36	  12
[2,5,-12]	 0.68489	  335.36	  12
[-5,-2,12]	 0.68489	  335.36	  12
[5,2,-12]	 0.68489	  335.36	  12
[-2,1,-18]	 0.68384	   93.51	  12
[-2,1,18]	 0.68384	   93.51	  12
[-1,2,-18]	 0.68384	   93.51	  12
[-1,2,18]	 0.68384	   93.51	  12
[1,-2,-18]	 0.68384	   93.51	  12
[1,-2,18]	 0.68384	   93.51	  12
[2,-1,-18]	 0.68384	   93.51	  12
[2,-1,18]	 0.68384	   93.51	  12
[-6,-2,8]	 0.68301	   63.44	  12
[-6,2,-8]	 0.68301	  241.73	  12
[-2,-6,-8]	 0.68301	   63.44	  12
[-2,6,-8]	 0.68301	  241.73	  12
[2,-6,8]	 0.68301	  241.73	  12
[2,6,8] 	 0.68301	   63.44	  12
[6,-2,8]	 0.68301	  241.73	  12
[6,2,-8]	 0.68301	   63.44	  12
[-5,-1,-13]	 0.68240	 1075.03	  12
[5,1,13]	 0.68240	 1075.03	  12
[-1,-5,13]	 0.68240	 1075.03	  12
[1,5,-13]	 0.68240	 1075.03	  12
[-3,-1,-17]	 0.68171	  126.89	  12
[3,1,17]	 0.68171	  126.89	  12
[-3,1,17]	 0.68171	  253.04	  12
[-1,-3,17]	 0.68171	  126.89	  12
[-1,3,17]	 0.68171	  253.04	  12
[1,-3,-17]	 0.68171	  253.04	  12
[1,3,-17]	 0.68171	  126.89	  12
[3,-1,-17]	 0.68171	  253.04	  12
[-7,0,2]	 0.67642	 3347.42	   6
[0,-7,-2]	 0.67642	 3347.42	   6
[0,7,2] 	 0.67642	 3347.42	   6
[7,0,-2]	 0.67642	 3347.42	   6
[-5,-4,8]	 0.67608	    1.17	  12
[-4,-5,-8]	 0.67608	    1.17	  12
[4,5,8] 	 0.67608	    1.17	  12
[5,4,-8]	 0.67608	    1.17	  12
[-3,-6,-6]	 0.67443	14312.01	  12
[3,6,6] 	 0.67443	14312.01	  12
[-6,-3,-6]	 0.67443	14312.01	  12
[-6,-3,6]	 0.67443	14312.01	  12
[-6,3,-6]	 0.67443	26559.95	  12
[-6,3,6]	 0.67443	26559.95	  12
[-3,-6,6]	 0.67443	14312.01	  12
[-3,6,-6]	 0.67443	26559.95	  12
[-3,6,6]	 0.67443	26559.95	  12
[3,-6,-6]	 0.67443	26559.95	  12
[3,-6,6]	 0.67443	26559.95	  12
[3,6,-6]	 0.67443	14312.01	  12
[6,-3,-6]	 0.67443	26559.95	  12
[6,-3,6]	 0.67443	26559.95	  12
[6,3,-6]	 0.67443	14312.01	  12
[6,3,6] 	 0.67443	14312.01	  12
[-7,-1,0]	 0.67328	  121.26	  12
[-5,-5,0]	 0.67328	 1029.56	   6
[-1,-7,0]	 0.67328	  121.26	  12
[1,7,0] 	 0.67328	  121.26	  12
[5,5,0] 	 0.67328	 1029.56	   6
[7,1,0] 	 0.67328	  121.26	  12
[-7,1,1]	 0.67238	 1601.75	  12
[-1,7,1]	 0.67238	 1601.75	  12
[1,-7,-1]	 0.67238	 1601.75	  12
[7,-1,-1]	 0.67238	 1601.75	  12
[-4,2,-15]	 0.67203	26031.26	  12
[-4,2,15]	 0.67203	26031.26	  12
[-2,4,-15]	 0.67203	26031.26	  12
[-2,4,15]	 0.67203	26031.26	  12
[2,-4,-15]	 0.67203	26031.26	  12
[2,-4,15]	 0.67203	26031.26	  12
[4,-2,-15]	 0.67203	26031.26	  12
[4,-2,15]	 0.67203	26031.26	  12
[-5,-3,-11]	 0.67172	 2843.79	  12
[-5,3,-11]	 0.67172	 2525.40	  12
[-3,-5,11]	 0.67172	 2843.79	  12
[3,5,-11]	 0.67172	 2843.79	  12
