HKL	          d	    F^2	  M	
[-5,7,-3]	 0.63740	 1411.78	  48
[-3,-5,7]	 0.63740	 1411.78	  48
[-3,5,-7]	 0.63740	 1411.78	  48
[-3,5,7]	 0.63740	 1411.78	  48
[-3,7,-5]	 0.63740	 1411.78	  48
[-3,7,5]	 0.63740	 1411.78	  48
[-1,-9,-1]	 0.63740	 1411.78	  24
[-1,-9,1]	 0.63740	 1411.78	  24
[-1,-1,-9]	 0.63740	 1411.78	  24
[-1,1,-9]	 0.63740	 1411.78	  24
[-1,9,-1]	 0.63740	 1411.78	  24
[-1,9,1]	 0.63740	 1411.78	  24
[1,-9,-1]	 0.63740	 1411.78	  24
[1,-9,1]	 0.63740	 1411.78	  24
[1,-1,9]	 0.63740	 1411.78	  24
[1,1,9] 	 0.63740	 1411.78	  24
[1,9,-1]	 0.63740	 1411.78	  24
[1,9,1] 	 0.63740	 1411.78	  24
[3,-7,-5]	 0.63740	 1411.78	  48
[3,-7,5]	 0.63740	 1411.78	  48
[3,-5,-7]	 0.63740	 1411.78	  48
[3,-5,7]	 0.63740	 1411.78	  48
[3,5,-7]	 0.63740	 1411.78	  48
[5,-7,3]	 0.63740	 1411.78	  48
[5,-3,-7]	 0.63740	 1411.78	  48
[5,3,-7]	 0.63740	 1411.78	  48
[9,-1,-1]	 0.63740	 1411.78	  24
[9,-1,1]	 0.63740	 1411.78	  24
[9,1,-1]	 0.63740	 1411.78	  24
[9,1,1] 	 0.63740	 1411.78	  24
[-7,-3,5]	 0.63740	 1411.78	  48
[-7,3,5]	 0.63740	 1411.78	  48
[-7,5,-3]	 0.63740	 1411.78	  48
[-7,5,3]	 0.63740	 1411.78	  48
[-5,7,3]	 0.63740	 1411.78	  48
[-1,-1,9]	 0.63740	 1411.78	  24
[-1,1,9]	 0.63740	 1411.78	  24
[1,-1,-9]	 0.63740	 1411.78	  24
[1,1,-9]	 0.63740	 1411.78	  24
[5,-7,-3]	 0.63740	 1411.78	  48
[7,-5,-3]	 0.63740	 1411.78	  48
[7,-5,3]	 0.63740	 1411.78	  48
[7,-3,-5]	 0.63740	 1411.78	  48
[7,3,-5]	 0.63740	 1411.78	  48
[-4,-8,-2]	 0.63360	 1403.25	  48
[-4,-8,2]	 0.63360	 1403.25	  48
[-4,-2,-8]	 0.63360	 1403.25	  48
[-4,2,-8]	 0.63360	 1403.25	  48
[-2,-8,-4]	 0.63360	 1403.25	  48
[-2,-4,-8]	 0.63360	 1403.25	  48
[2,4,8] 	 0.63360	 1403.25	  48
[2,8,4] 	 0.63360	 1403.25	  48
[4,-2,8]	 0.63360	 1403.25	  48
[4,2,8] 	 0.63360	 1403.25	  48
[4,8,-2]	 0.63360	 1403.25	  48
[4,8,2] 	 0.63360	 1403.25	  48
[-8,-4,-2]	 0.63360	 1403.25	  48
[-8,-4,2]	 0.63360	 1403.25	  48
[-8,-2,-4]	 0.63360	 1403.25	  48
[-8,-2,4]	 0.63360	 1403.25	  48
[-8,2,-4]	 0.63360	 1403.25	  48
[-8,2,4]	 0.63360	 1403.25	  48
[-8,4,-2]	 0.63360	 1403.25	  48
[-8,4,2]	 0.63360	 1403.25	  48
[-4,2,8]	 0.63360	 1403.25	  48
[-2,-8,4]	 0.63360	 1403.25	  48
[-2,-4,8]	 0.63360	 1403.25	  48
[-2,4,-8]	 0.63360	 1403.25	  48
[-2,4,8]	 0.63360	 1403.25	  48
[-2,8,-4]	 0.63360	 1403.25	  48
[-2,8,4]	 0.63360	 1403.25	  48
[2,-8,-4]	 0.63360	 1403.25	  48
[2,-8,4]	 0.63360	 1403.25	  48
[2,-4,-8]	 0.63360	 1403.25	  48
[2,-4,8]	 0.63360	 1403.25	  48
[2,4,-8]	 0.63360	 1403.25	  48
[2,8,-4]	 0.63360	 1403.25	  48
[4,-2,-8]	 0.63360	 1403.25	  48
[8,-4,-2]	 0.63360	 1403.25	  48
[8,-4,2]	 0.63360	 1403.25	  48
[8,-2,-4]	 0.63360	 1403.25	  48
[8,-2,4]	 0.63360	 1403.25	  48
[8,2,-4]	 0.63360	 1403.25	  48
[8,2,4] 	 0.63360	 1403.25	  48
[8,4,-2]	 0.63360	 1403.25	  48
[8,4,2] 	 0.63360	 1403.25	  48
[-4,-2,8]	 0.63360	 1403.25	  48
[-4,8,-2]	 0.63360	 1403.25	  48
[-4,8,2]	 0.63360	 1403.25	  48
[4,-8,-2]	 0.63360	 1403.25	  48
[4,-8,2]	 0.63360	 1403.25	  48
[4,2,-8]	 0.63360	 1403.25	  48
[-6,-6,-4]	 0.61903	 1475.08	  24
[-6,-6,4]	 0.61903	 1475.08	  24
[-6,-4,-6]	 0.61903	 1475.08	  24
[-6,4,-6]	 0.61903	 1475.08	  24
[-4,-6,-6]	 0.61903	 1475.08	  24
[4,6,6] 	 0.61903	 1475.08	  24
[6,-4,6]	 0.61903	 1475.08	  24
[6,4,6] 	 0.61903	 1475.08	  24
[6,6,-4]	 0.61903	 1475.08	  24
[6,6,4] 	 0.61903	 1475.08	  24
[-4,-6,6]	 0.61903	 1475.08	  24
[-4,6,-6]	 0.61903	 1475.08	  24
[4,-6,6]	 0.61903	 1475.08	  24
[4,6,-6]	 0.61903	 1475.08	  24
[-6,-4,6]	 0.61903	 1475.08	  24
[-6,4,6]	 0.61903	 1475.08	  24
[-6,6,-4]	 0.61903	 1475.08	  24
[-6,6,4]	 0.61903	 1475.08	  24
[-4,6,6]	 0.61903	 1475.08	  24
[4,-6,-6]	 0.61903	 1475.08	  24
[6,-6,-4]	 0.61903	 1475.08	  24
[6,-6,4]	 0.61903	 1475.08	  24
[6,-4,-6]	 0.61903	 1475.08	  24
[6,4,-6]	 0.61903	 1475.08	  24
[-3,-9,-1]	 0.60874	 1418.15	  48
[-3,-9,1]	 0.60874	 1418.15	  48
[-3,-1,-9]	 0.60874	 1418.15	  48
[-1,-3,-9]	 0.60874	 1418.15	  48
[1,3,9] 	 0.60874	 1418.15	  48
[3,1,9] 	 0.60874	 1418.15	  48
[3,9,-1]	 0.60874	 1418.15	  48
[3,9,1] 	 0.60874	 1418.15	  48
[-9,-3,-1]	 0.60874	 1418.15	  48
[-9,-3,1]	 0.60874	 1418.15	  48
[-9,-1,-3]	 0.60874	 1418.15	  48
[-9,-1,3]	 0.60874	 1418.15	  48
[-9,1,-3]	 0.60874	 1418.15	  48
[-9,1,3]	 0.60874	 1418.15	  48
[-9,3,-1]	 0.60874	 1418.15	  48
[-9,3,1]	 0.60874	 1418.15	  48
[-3,-1,9]	 0.60874	 1418.15	  48
[-3,1,-9]	 0.60874	 1418.15	  48
[-3,1,9]	 0.60874	 1418.15	  48
[-3,9,-1]	 0.60874	 1418.15	  48
[-3,9,1]	 0.60874	 1418.15	  48
[-1,-9,-3]	 0.60874	 1418.15	  48
[-1,-9,3]	 0.60874	 1418.15	  48
[-1,-3,9]	 0.60874	 1418.15	  48
[-1,3,-9]	 0.60874	 1418.15	  48
[-1,3,9]	 0.60874	 1418.15	  48
[-1,9,-3]	 0.60874	 1418.15	  48
[-1,9,3]	 0.60874	 1418.15	  48
[1,-9,-3]	 0.60874	 1418.15	  48
[1,-9,3]	 0.60874	 1418.15	  48
[1,-3,-9]	 0.60874	 1418.15	  48
[1,-3,9]	 0.60874	 1418.15	  48
[1,3,-9]	 0.60874	 1418.15	  48
[1,9,-3]	 0.60874	 1418.15	  48
[1,9,3] 	 0.60874	 1418.15	  48
[3,-9,-1]	 0.60874	 1418.15	  48
[3,-9,1]	 0.60874	 1418.15	  48
[3,-1,-9]	 0.60874	 1418.15	  48
[3,-1,9]	 0.60874	 1418.15	  48
[3,1,-9]	 0.60874	 1418.15	  48
[9,-3,-1]	 0.60874	 1418.15	  48
[9,-3,1]	 0.60874	 1418.15	  48
[9,-1,-3]	 0.60874	 1418.15	  48
[9,-1,3]	 0.60874	 1418.15	  48
[9,1,-3]	 0.60874	 1418.15	  48
[9,1,3] 	 0.60874	 1418.15	  48
[9,3,-1]	 0.60874	 1418.15	  48
[9,3,1] 	 0.60874	 1418.15	  48
