HKL	          d	    F^2	  M	
[-5,2,2]	 0.64426	    0.00	  24
[-2,-2,5]	 0.64426	    0.00	  24
[-2,2,-5]	 0.64426	    0.00	  24
[-2,2,5]	 0.64426	    0.00	  24
[-2,5,-2]	 0.64426	    0.00	  24
[-2,5,2]	 0.64426	    0.00	  24
[-1,-4,-4]	 0.64426	    0.00	  24
[-1,-4,4]	 0.64426	    0.00	  24
[-1,4,-4]	 0.64426	    0.00	  24
[-1,4,4]	 0.64426	    0.00	  24
[1,-4,-4]	 0.64426	    0.00	  24
[1,-4,4]	 0.64426	    0.00	  24
[1,4,-4]	 0.64426	    0.00	  24
[1,4,4] 	 0.64426	    0.00	  24
[2,-5,-2]	 0.64426	    0.00	  24
[2,-5,2]	 0.64426	    0.00	  24
[2,-2,-5]	 0.64426	    0.00	  24
[2,-2,5]	 0.64426	    0.00	  24
[2,2,-5]	 0.64426	    0.00	  24
[5,-2,-2]	 0.64426	    0.00	  24
[5,-2,2]	 0.64426	    0.00	  24
[5,2,-2]	 0.64426	    0.00	  24
[5,2,2] 	 0.64426	    0.00	  24
[-4,-1,4]	 0.64426	    0.00	  24
[-4,1,4]	 0.64426	    0.00	  24
[-4,4,-1]	 0.64426	    0.00	  24
[-4,4,1]	 0.64426	    0.00	  24
[4,-4,-1]	 0.64426	    0.00	  24
[4,-4,1]	 0.64426	    0.00	  24
[4,-1,-4]	 0.64426	    0.00	  24
[4,1,-4]	 0.64426	    0.00	  24
[-5,-3,0]	 0.63472	    0.00	  24
[-5,0,-3]	 0.63472	    0.00	  24
[-4,-3,-3]	 0.63472	    0.00	  24
[-3,-5,0]	 0.63472	    0.00	  24
[-3,-4,-3]	 0.63472	    0.00	  24
[-3,-4,3]	 0.63472	    0.00	  24
[-3,-3,-4]	 0.63472	    0.00	  24
[-3,0,-5]	 0.63472	    0.00	  24
[0,-3,-5]	 0.63472	    0.00	  24
[0,3,5] 	 0.63472	    0.00	  24
[3,0,5] 	 0.63472	    0.00	  24
[3,3,4] 	 0.63472	    0.00	  24
[3,4,-3]	 0.63472	    0.00	  24
[3,4,3] 	 0.63472	    0.00	  24
[3,5,0] 	 0.63472	    0.00	  24
[4,3,3] 	 0.63472	    0.00	  24
[5,0,3] 	 0.63472	    0.00	  24
[5,3,0] 	 0.63472	    0.00	  24
[-5,0,3]	 0.63472	    0.00	  24
[-5,3,0]	 0.63472	    0.00	  24
[-4,-3,3]	 0.63472	    0.00	  24
[-4,3,-3]	 0.63472	    0.00	  24
[-3,-3,4]	 0.63472	    0.00	  24
[-3,0,5]	 0.63472	    0.00	  24
[-3,3,-4]	 0.63472	    0.00	  24
[-3,3,4]	 0.63472	    0.00	  24
[-3,4,-3]	 0.63472	    0.00	  24
[-3,4,3]	 0.63472	    0.00	  24
[-3,5,0]	 0.63472	    0.00	  24
[0,-5,-3]	 0.63472	    0.00	  24
[0,-5,3]	 0.63472	    0.00	  24
[0,-3,5]	 0.63472	    0.00	  24
[0,3,-5]	 0.63472	    0.00	  24
[0,5,-3]	 0.63472	    0.00	  24
[0,5,3] 	 0.63472	    0.00	  24
[3,-5,0]	 0.63472	    0.00	  24
[3,-4,-3]	 0.63472	    0.00	  24
[3,-4,3]	 0.63472	    0.00	  24
[3,-3,-4]	 0.63472	    0.00	  24
[3,-3,4]	 0.63472	    0.00	  24
[3,0,-5]	 0.63472	    0.00	  24
[3,3,-4]	 0.63472	    0.00	  24
[4,-3,3]	 0.63472	    0.00	  24
[4,3,-3]	 0.63472	    0.00	  24
[5,-3,0]	 0.63472	    0.00	  24
[5,0,-3]	 0.63472	    0.00	  24
[-4,3,3]	 0.63472	    0.00	  24
[4,-3,-3]	 0.63472	    0.00	  24
[-5,-3,-1]	 0.62558	    0.05	  48
[-5,-3,1]	 0.62558	    0.05	  48
[-5,-1,-3]	 0.62558	    0.05	  48
[-5,1,-3]	 0.62558	    0.05	  48
[-3,-5,-1]	 0.62558	    0.05	  48
[-3,-5,1]	 0.62558	    0.05	  48
[-3,-1,-5]	 0.62558	    0.05	  48
[-3,1,-5]	 0.62558	    0.05	  48
[-1,-5,-3]	 0.62558	    0.05	  48
[-1,-3,-5]	 0.62558	    0.05	  48
[1,3,5] 	 0.62558	    0.05	  48
[1,5,3] 	 0.62558	    0.05	  48
[3,-1,5]	 0.62558	    0.05	  48
[3,1,5] 	 0.62558	    0.05	  48
[3,5,-1]	 0.62558	    0.05	  48
[3,5,1] 	 0.62558	    0.05	  48
[5,-1,3]	 0.62558	    0.05	  48
[5,1,3] 	 0.62558	    0.05	  48
[5,3,-1]	 0.62558	    0.05	  48
[5,3,1] 	 0.62558	    0.05	  48
[-3,-1,5]	 0.62558	    0.05	  48
[-3,1,5]	 0.62558	    0.05	  48
[-1,-5,3]	 0.62558	    0.05	  48
[-1,-3,5]	 0.62558	    0.05	  48
[-1,3,-5]	 0.62558	    0.05	  48
[-1,3,5]	 0.62558	    0.05	  48
[-1,5,-3]	 0.62558	    0.05	  48
[-1,5,3]	 0.62558	    0.05	  48
[1,-5,-3]	 0.62558	    0.05	  48
[1,-5,3]	 0.62558	    0.05	  48
[1,-3,-5]	 0.62558	    0.05	  48
[1,-3,5]	 0.62558	    0.05	  48
[1,3,-5]	 0.62558	    0.05	  48
[1,5,-3]	 0.62558	    0.05	  48
[3,-1,-5]	 0.62558	    0.05	  48
[3,1,-5]	 0.62558	    0.05	  48
[-5,-1,3]	 0.62558	    0.05	  48
[-5,1,3]	 0.62558	    0.05	  48
[-5,3,-1]	 0.62558	    0.05	  48
[-5,3,1]	 0.62558	    0.05	  48
[-3,5,-1]	 0.62558	    0.05	  48
[-3,5,1]	 0.62558	    0.05	  48
[3,-5,-1]	 0.62558	    0.05	  48
[3,-5,1]	 0.62558	    0.05	  48
[5,-3,-1]	 0.62558	    0.05	  48
[5,-3,1]	 0.62558	    0.05	  48
[5,-1,-3]	 0.62558	    0.05	  48
[5,1,-3]	 0.62558	    0.05	  48
[-6,0,0]	 0.61683	    0.04	   6
[-4,-4,-2]	 0.61683	    0.04	  24
[-4,-4,2]	 0.61683	    0.04	  24
[-4,-2,-4]	 0.61683	    0.04	  24
[-4,2,-4]	 0.61683	    0.04	  24
[-2,-4,-4]	 0.61683	    0.04	  24
[-2,-4,4]	 0.61683	    0.04	  24
[-2,4,-4]	 0.61683	    0.04	  24
[0,-6,0]	 0.61683	    0.04	   6
[0,0,-6]	 0.61683	    0.04	   6
[0,0,6] 	 0.61683	    0.04	   6
[0,6,0] 	 0.61683	    0.04	   6
[2,-4,4]	 0.61683	    0.04	  24
[2,4,-4]	 0.61683	    0.04	  24
[2,4,4] 	 0.61683	    0.04	  24
[4,-2,4]	 0.61683	    0.04	  24
[4,2,4] 	 0.61683	    0.04	  24
[4,4,-2]	 0.61683	    0.04	  24
[4,4,2] 	 0.61683	    0.04	  24
[6,0,0] 	 0.61683	    0.04	   6
[-4,-2,4]	 0.61683	    0.04	  24
[-4,2,4]	 0.61683	    0.04	  24
[-4,4,-2]	 0.61683	    0.04	  24
[-4,4,2]	 0.61683	    0.04	  24
[-2,4,4]	 0.61683	    0.04	  24
[2,-4,-4]	 0.61683	    0.04	  24
[4,-4,-2]	 0.61683	    0.04	  24
[4,-4,2]	 0.61683	    0.04	  24
[4,-2,-4]	 0.61683	    0.04	  24
[4,2,-4]	 0.61683	    0.04	  24
[-6,-1,0]	 0.60844	    0.00	  24
[-6,0,-1]	 0.60844	    0.00	  24
[-6,0,1]	 0.60844	    0.00	  24
[-6,1,0]	 0.60844	    0.00	  24
[-1,-6,0]	 0.60844	    0.00	  24
[-1,0,-6]	 0.60844	    0.00	  24
[-1,0,6]	 0.60844	    0.00	  24
[-1,6,0]	 0.60844	    0.00	  24
[0,-6,-1]	 0.60844	    0.00	  24
[0,-6,1]	 0.60844	    0.00	  24
[0,-1,-6]	 0.60844	    0.00	  24
[0,-1,6]	 0.60844	    0.00	  24
[0,1,-6]	 0.60844	    0.00	  24
[0,1,6] 	 0.60844	    0.00	  24
[0,6,-1]	 0.60844	    0.00	  24
[0,6,1] 	 0.60844	    0.00	  24
[1,-6,0]	 0.60844	    0.00	  24
[1,0,-6]	 0.60844	    0.00	  24
[1,0,6] 	 0.60844	    0.00	  24
[1,6,0] 	 0.60844	    0.00	  24
[6,-1,0]	 0.60844	    0.00	  24
[6,0,-1]	 0.60844	    0.00	  24
[6,0,1] 	 0.60844	    0.00	  24
[6,1,0] 	 0.60844	    0.00	  24
[-5,-3,-2]	 0.60038	    0.00	  48
[-5,-3,2]	 0.60038	    0.00	  48
[-5,-2,-3]	 0.60038	    0.00	  48
[-5,2,-3]	 0.60038	    0.00	  48
[-3,-5,-2]	 0.60038	    0.00	  48
[-3,-5,2]	 0.60038	    0.00	  48
[-3,-2,-5]	 0.60038	    0.00	  48
[-3,2,-5]	 0.60038	    0.00	  48
[-2,-5,-3]	 0.60038	    0.00	  48
[-2,-5,3]	 0.60038	    0.00	  48
[-2,-3,-5]	 0.60038	    0.00	  48
[-1,-1,-6]	 0.60038	    0.00	  24
[1,1,6] 	 0.60038	    0.00	  24
[2,3,5] 	 0.60038	    0.00	  48
[2,5,-3]	 0.60038	    0.00	  48
[2,5,3] 	 0.60038	    0.00	  48
[3,-2,5]	 0.60038	    0.00	  48
[3,2,5] 	 0.60038	    0.00	  48
[3,5,-2]	 0.60038	    0.00	  48
[3,5,2] 	 0.60038	    0.00	  48
[5,-2,3]	 0.60038	    0.00	  48
[5,2,3] 	 0.60038	    0.00	  48
[5,3,-2]	 0.60038	    0.00	  48
[5,3,2] 	 0.60038	    0.00	  48
[-6,-1,-1]	 0.60038	    0.00	  24
[-6,-1,1]	 0.60038	    0.00	  24
[-6,1,-1]	 0.60038	    0.00	  24
[-6,1,1]	 0.60038	    0.00	  24
[-3,5,-2]	 0.60038	    0.00	  48
[-2,3,-5]	 0.60038	    0.00	  48
[-2,3,5]	 0.60038	    0.00	  48
[-2,5,-3]	 0.60038	    0.00	  48
[-2,5,3]	 0.60038	    0.00	  48
[-1,-6,-1]	 0.60038	    0.00	  24
[-1,-6,1]	 0.60038	    0.00	  24
[-1,1,-6]	 0.60038	    0.00	  24
[-1,1,6]	 0.60038	    0.00	  24
[-1,6,-1]	 0.60038	    0.00	  24
[-1,6,1]	 0.60038	    0.00	  24
[1,-6,-1]	 0.60038	    0.00	  24
[1,-6,1]	 0.60038	    0.00	  24
[1,-1,-6]	 0.60038	    0.00	  24
[1,-1,6]	 0.60038	    0.00	  24
[1,6,-1]	 0.60038	    0.00	  24
[1,6,1] 	 0.60038	    0.00	  24
[2,-5,-3]	 0.60038	    0.00	  48
[2,-5,3]	 0.60038	    0.00	  48
[2,-3,-5]	 0.60038	    0.00	  48
[2,-3,5]	 0.60038	    0.00	  48
[3,-5,2]	 0.60038	    0.00	  48
[6,-1,-1]	 0.60038	    0.00	  24
[6,-1,1]	 0.60038	    0.00	  24
[6,1,-1]	 0.60038	    0.00	  24
[6,1,1] 	 0.60038	    0.00	  24
[-5,-2,3]	 0.60038	    0.00	  48
[-5,2,3]	 0.60038	    0.00	  48
[-5,3,-2]	 0.60038	    0.00	  48
[-5,3,2]	 0.60038	    0.00	  48
[-3,-2,5]	 0.60038	    0.00	  48
[-3,2,5]	 0.60038	    0.00	  48
[-3,5,2]	 0.60038	    0.00	  48
[-2,-3,5]	 0.60038	    0.00	  48
[-1,-1,6]	 0.60038	    0.00	  24
[1,1,-6]	 0.60038	    0.00	  24
[2,3,-5]	 0.60038	    0.00	  48
[3,-5,-2]	 0.60038	    0.00	  48
[3,-2,-5]	 0.60038	    0.00	  48
[3,2,-5]	 0.60038	    0.00	  48
[5,-3,-2]	 0.60038	    0.00	  48
[5,-3,2]	 0.60038	    0.00	  48
[5,-2,-3]	 0.60038	    0.00	  48
[5,2,-3]	 0.60038	    0.00	  48
